family_id,scenario_id,mode,arm_id,all_generated_deadline_miss_rate,sender_airtime_us,background_throughput_mbps,all_generated_censored_mean_us
obss_geometry_mac,obss-geometry-mac-qualification-p22,adaptive,distributional_shadow_t2,0.023888888888888887,4562808.5,26.63544,4165.000555555555
obss_geometry_mac,obss-geometry-mac-qualification-p23,fixed,str_mlo_nmaxinflights_1,0.007916666666666667,4042508.75,26.84732,3646.0125
obss_geometry_mac,obss-geometry-mac-qualification-p23,fixed,score_aware_t2_v2,0.0075,4933247.0,26.84732,4015.488611111111
obss_geometry_mac,obss-geometry-mac-qualification-p23,fixed,distributional_shadow_t2,0.01,5015918.5,26.84732,4193.207777777778
obss_geometry_mac,obss-geometry-mac-qualification-p23,adaptive,str_mlo_nmaxinflights_1,0.01138888888888889,3502837.75,26.84732,3427.896527777778
obss_geometry_mac,obss-geometry-mac-qualification-p23,adaptive,score_aware_t2_v2,0.013333333333333334,4289897.25,26.84732,3588.871666666667
obss_geometry_mac,obss-geometry-mac-qualification-p23,adaptive,distributional_shadow_t2,0.018194444444444444,4290133.0,26.84732,3875.1134722222223
video_workload,video-workload-qualification-p16,fixed,str_mlo_nmaxinflights_1,0.01826388888888889,5817001.25,26.23728,2697.3595138888886
video_workload,video-workload-qualification-p16,fixed,score_aware_t2_v2,0.02777777777777778,6751311.25,26.2348,3057.722222222222
video_workload,video-workload-qualification-p16,fixed,distributional_shadow_t2,0.028541666666666667,6790170.25,26.2352,3057.8169444444443
video_workload,video-workload-qualification-p16,adaptive,str_mlo_nmaxinflights_1,0.020277777777777777,4729910.25,26.23608,2335.998125
video_workload,video-workload-qualification-p16,adaptive,score_aware_t2_v2,0.03131944444444444,5751974.5,26.23056,2732.7819444444444
video_workload,video-workload-qualification-p16,adaptive,distributional_shadow_t2,0.029444444444444443,5820225.25,26.22976,2685.5905555555555
video_workload,video-workload-qualification-p17,fixed,str_mlo_nmaxinflights_1,0.028958333333333332,8745437.75,26.7426,3694.0421527777776
video_workload,video-workload-qualification-p17,fixed,score_aware_t2_v2,0.04597222222222223,9855391.0,26.738680000000002,4092.531736111111
video_workload,video-workload-qualification-p17,fixed,distributional_shadow_t2,0.042986111111111114,9868357.5,26.73844,4073.47375
video_workload,video-workload-qualification-p17,adaptive,str_mlo_nmaxinflights_1,0.028055555555555556,6745912.0,26.74152,3085.2840277777777
video_workload,video-workload-qualification-p17,adaptive,score_aware_t2_v2,0.040625,7790390.25,26.74168,3323.9181944444445
video_workload,video-workload-qualification-p17,adaptive,distributional_shadow_t2,0.03777777777777778,7736382.5,26.74172,3326.7351388888887
video_workload,video-workload-qualification-p18,fixed,str_mlo_nmaxinflights_1,0.009375,3925653.75,26.85892,4753.2626736111115
video_workload,video-workload-qualification-p18,fixed,score_aware_t2_v2,0.004861111111111111,4194030.5,26.85976,4047.100520833333
video_workload,video-workload-qualification-p18,fixed,distributional_shadow_t2,0.0036458333333333334,4412670.0,26.8598,3914.171875
video_workload,video-workload-qualification-p18,adaptive,str_mlo_nmaxinflights_1,0.013368055555555557,3389152.75,26.859560000000002,4363.790277777778
video_workload,video-workload-qualification-p18,adaptive,score_aware_t2_v2,0.010590277777777778,3571665.75,26.85884,3525.3996527777776
