candidate_ordinal,feature_family,ranker,frame_gate,requested_action_fraction,score_threshold,realized_action_fraction,dr_airtime_us_per_eligible_frame,dr_treat_none_deadline_miss,dr_policy_deadline_miss,dr_deadline_miss_benefit,deadline_miss_relative_improvement,dr_treat_none_completed_late18_numerator,dr_policy_completed_late18_numerator,dr_treat_none_completion_probability,dr_policy_completion_probability,dr_treat_none_completed_late18_ratio,dr_policy_completed_late18_ratio,completed_late18_relative_improvement,dr_treat_none_bad12,dr_policy_bad12,dr_bad12_benefit,balanced_min_relative_improvement,mean_relative_improvement,admissible,rejection_reason,selected
180,primary_compact_physics_temporal,legacy_bad12_value_per_cost,all_frames,0.14999999999999999,8.9580578787717968e-05,0.15007730962504831,373.18802688630103,0.020215760277452761,0.0039407227405468988,0.016275037536905863,0.80506680498471761,0.035515588448998006,0.013797543364845302,0.97978423972254713,0.99605927725945298,0.036248376947821924,0.013852130771581907,0.61785514447939316,0.1046070973176101,0.05068328340338224,0.053923813914227861,0.61785514447939316,0.71146097473205538,1,,0
181,primary_compact_physics_temporal,legacy_bad12_value_per_cost,all_frames,0.16500000000000001,8.2632475823629647e-05,0.16505604947816002,410.27647226847705,0.020215760277452761,0.0035064651878734567,0.016709295089579305,0.82654794379490537,0.035515588448998006,0.01289363168227824,0.97978423972254713,0.99649353481212644,0.036248376947821924,0.012939001841802352,0.6430460359527953,0.1046070973176101,0.048492996593974623,0.056114100723635478,0.6430460359527953,0.73479698987385034,0,assignment_airtime,0
182,primary_compact_physics_temporal,legacy_bad12_value_per_cost,all_frames,0.17999999999999999,7.5795673183165491e-05,0.18003478933127173,448.99617003974726,0.020215760277452761,0.0032112973843083439,0.017004462893144418,0.84114881952325093,0.035515588448998006,0.012222483392598921,0.97978423972254713,0.99678870261569152,0.036248376947821924,0.012261859871129838,0.66172665085721516,0.1046070973176101,0.046286218438659356,0.058320878878950745,0.66172665085721516,0.75143773519023305,0,assignment_airtime,0
183,primary_compact_physics_temporal,legacy_bad12_value_per_cost,all_frames,0.20000000000000001,6.7748755100183189e-05,0.20003865481252417,501.7614395104975,0.020215760277452761,0.002944772541366325,0.017270987736086436,0.8543328323570043,0.035515588448998006,0.012154733210946071,0.97978423972254713,0.99705522745863362,0.036248376947821924,0.012190631848876549,0.66369164979650064,0.1046070973176101,0.045160047628395747,0.059447049689214354,0.66369164979650064,0.75901224107675247,0,action_fraction+assignment_airtime,0
184,primary_compact_physics_temporal,legacy_bad12_value_per_cost,p_frames_only,0.050000000000000003,0.00017104943981394172,0.05005798221878624,115.38313209073556,0.020215760277452761,0.0093692961863918213,0.01084646409106094,0.53653505691588177,0.035515588448998006,0.024376815327610817,0.97978423972254713,0.99063070381360807,0.036248376947821924,0.02460736905667062,0.32114563109702993,0.1046070973176101,0.078332154113004149,0.026274943204605949,0.32114563109702993,0.42884034400645588,0,completed_late18_improvement,0
185,primary_compact_physics_temporal,legacy_bad12_value_per_cost,p_frames_only,0.074999999999999997,0.00014297263987828046,0.07508697332817936,172.52767184390612,0.020215760277452761,0.0066157105921051309,0.013600049685347631,0.67274490292191336,0.035515588448998006,0.020471372791513003,0.97978423972254713,0.9933842894078948,0.036248376947821924,0.020607707419768972,0.43148606489518315,0.1046070973176101,0.069853815988235674,0.034753281329374434,0.43148606489518315,0.55211548390854825,0,completed_late18_improvement,0
186,primary_compact_physics_temporal,legacy_bad12_value_per_cost,p_frames_only,0.10000000000000001,0.00012289649748709053,0.10001932740626208,247.91105233839588,0.020215760277452761,0.0050087907644350855,0.015206969513017676,0.75223337160257397,0.035515588448998006,0.017385020862975772,0.97978423972254713,0.99499120923556483,0.036248376947821924,0.017472537145662215,0.51797739328265024,0.1046070973176101,0.062390541346726204,0.042216555970883897,0.51797739328265024,0.63510538244261205,1,,0
187,primary_compact_physics_temporal,legacy_bad12_value_per_cost,p_frames_only,0.125,0.0001048631893354468,0.1250483185156552,314.97433991157908,0.020215760277452761,0.0043523102271459981,0.015863450050306763,0.78470707173945575,0.035515588448998006,0.015504213829508628,0.97978423972254713,0.99564768977285389,0.036248376947821924,0.015571987951928804,0.57040868410897261,0.1046070973176101,0.056329788146087266,0.048277309171522835,0.57040868410897261,0.67755787792421418,1,,0
188,primary_compact_physics_temporal,legacy_bad12_value_per_cost,p_frames_only,0.14999999999999999,8.9527842646930367e-05,0.15007730962504831,372.62938804996332,0.020215760277452761,0.004044239415891427,0.016171520861561334,0.79994621224302465,0.035515588448998006,0.013795504741712924,0.97978423972254713,0.99595576058410851,0.036248376947821924,0.013851523619505078,0.61787189425215405,0.1046070973176101,0.050653055347475578,0.053954041970134523,0.61787189425215405,0.70890905324758935,1,,1
189,primary_compact_physics_temporal,legacy_bad12_value_per_cost,p_frames_only,0.16500000000000001,8.2595543062780052e-05,0.16505604947816002,409.71888187997331,0.020215760277452761,0.0035017463970420867,0.016714013880410675,0.8267813651832977,0.035515588448998006,0.012892556791913676,0.97978423972254713,0.99649825360295785,0.036248376947821924,0.012937861903218701,0.64307748394246078,0.1046070973176101,0.04845883256347655,0.056148264754133551,0.64307748394246078,0.73492942456287924,0,assignment_airtime,0
190,primary_compact_physics_temporal,legacy_bad12_value_per_cost,p_frames_only,0.17999999999999999,7.5670075602829456e-05,0.18003478933127173,447.45433800351327,0.020215760277452761,0.0033070145344015235,0.016908745743051238,0.83641404087631888,0.035515588448998006,0.012423037986319451,0.97978423972254713,0.99669298546559837,0.036248376947821924,0.01246425746692309,0.65614301890358051,0.1046070973176101,0.046508566431642494,0.058098530885967607,0.65614301890358051,0.74627852988994969,0,assignment_airtime,0
191,primary_compact_physics_temporal,legacy_bad12_value_per_cost,p_frames_only,0.20000000000000001,6.7412904172670096e-05,0.20003865481252417,497.67861174458773,0.020215760277452761,0.0030482359113875764,0.017167524366065185,0.84921487643542326,0.035515588448998006,0.011357103701015135,0.97978423972254713,0.9969517640886123,0.036248376947821924,0.011391828682300901,0.68572858589781882,0.1046070973176101,0.044580528283933142,0.060026569033676959,0.68572858589781882,0.76747173116662104,0,action_fraction+assignment_airtime,0
