candidate_ordinal,feature_family,ranker,frame_gate,requested_action_fraction,score_threshold,realized_action_fraction,dr_airtime_us_per_eligible_frame,dr_treat_none_deadline_miss,dr_policy_deadline_miss,dr_deadline_miss_benefit,deadline_miss_relative_improvement,dr_treat_none_completed_late18_numerator,dr_policy_completed_late18_numerator,dr_treat_none_completion_probability,dr_policy_completion_probability,dr_treat_none_completed_late18_ratio,dr_policy_completed_late18_ratio,completed_late18_relative_improvement,dr_treat_none_bad12,dr_policy_bad12,dr_bad12_benefit,balanced_min_relative_improvement,mean_relative_improvement,admissible,rejection_reason,selected
60,primary_base,legacy_bad12_value_per_cost,p_frames_only,0.14999999999999999,9.8099488241132349e-05,0.15007730962504831,377.89388792404606,0.020215760277452761,0.0047236031021633245,0.015492157175289437,0.76634056610615331,0.035515588448998006,0.016569308757396931,0.97978423972254713,0.99527639689783653,0.036248376947821924,0.016647947051735161,0.54072572474902225,0.1046070973176101,0.058884001879953067,0.045723095437657034,0.54072572474902225,0.65353314542758778,1,,0
61,primary_base,legacy_bad12_value_per_cost,p_frames_only,0.16500000000000001,9.2078371380921453e-05,0.16505604947816002,405.03419097212645,0.020215760277452761,0.0040599397000836458,0.016155820577369116,0.79916957639175124,0.035515588448998006,0.014837877288887479,0.97978423972254713,0.99594006029991622,0.036248376947821924,0.014898363747331559,0.58899225284549561,0.1046070973176101,0.05471474464067725,0.049892352676932851,0.58899225284549561,0.69408091461862342,0,assignment_airtime,0
62,primary_base,legacy_bad12_value_per_cost,p_frames_only,0.17999999999999999,8.7239859567489475e-05,0.18003478933127173,442.85897857283049,0.020215760277452761,0.0038592490997990392,0.016356511177653722,0.809097009123947,0.035515588448998006,0.013850386633429069,0.97978423972254713,0.99614075090020082,0.036248376947821924,0.013904045809703735,0.61642294137147025,0.1046070973176101,0.052307138289104632,0.052299959028505469,0.61642294137147025,0.71275997524770862,0,assignment_airtime,0
63,primary_base,legacy_bad12_value_per_cost,p_frames_only,0.20000000000000001,8.1086531281471252e-05,0.20003865481252417,499.91531708245356,0.020215760277452761,0.0036528644501384842,0.016562895827314277,0.81930610573114915,0.035515588448998006,0.013040106182433821,0.97978423972254713,0.99634713554986143,0.036248376947821924,0.013087914560257437,0.63893791495555896,0.1046070973176101,0.0493905520686709,0.055216545248939201,0.63893791495555896,0.729122010343354,0,action_fraction+assignment_airtime,0
64,primary_compact_physics,deadline_value_per_cost,all_frames,0.050000000000000003,5.3055908210808411e-05,0.05005798221878624,120.81523445409942,0.020215760277452761,0.0085517598109674763,0.011664000466485285,0.57697560252010371,0.035515588448998006,0.026488685212982761,0.97978423972254713,0.99144824018903244,0.036248376947821924,0.026717163982188673,0.26294178576196797,0.1046070973176101,0.082023734503428591,0.022583362814181506,0.26294178576196797,0.41995869414103582,0,completed_late18_improvement,0
65,primary_compact_physics,deadline_value_per_cost,all_frames,0.074999999999999997,4.0828319470165297e-05,0.07508697332817936,182.30080586326795,0.020215760277452761,0.007008347406538714,0.013207412870914047,0.65332259037740315,0.035515588448998006,0.023587768049769003,0.97978423972254713,0.99299165259346123,0.036248376947821924,0.023754246058527568,0.34468111240619553,0.1046070973176101,0.076407892166497515,0.028199205151112582,0.34468111240619553,0.49900185139179931,0,completed_late18_improvement,0
66,primary_compact_physics,deadline_value_per_cost,all_frames,0.10000000000000001,2.8388649297994561e-05,0.10001932740626208,243.39006011906829,0.020215760277452761,0.0061357999045910539,0.014079960372861708,0.69648433596462389,0.035515588448998006,0.022446997294961399,0.97978423972254713,0.99386420009540888,0.036248376947821924,0.022585577881572286,0.37692167806345334,0.1046070973176101,0.070952707641262408,0.0336543896763477,0.37692167806345334,0.53670300701403861,0,completed_late18_improvement,0
67,primary_compact_physics,deadline_value_per_cost,all_frames,0.125,2.2521855498780496e-05,0.1250483185156552,314.88231986831988,0.020215760277452761,0.0049114071271925824,0.015304353150260179,0.75705058529654112,0.035515588448998006,0.021415139597381297,0.97978423972254713,0.99508859287280726,0.036248376947821924,0.02152083719054208,0.40629515022092005,0.1046070973176101,0.067086987099145901,0.037520110218464207,0.40629515022092005,0.58167286775873062,0,completed_late18_improvement,0
68,primary_compact_physics,deadline_value_per_cost,all_frames,0.14999999999999999,1.8944743715110235e-05,0.15007730962504831,402.95585534411674,0.020215760277452761,0.0044050119844420213,0.01581074829301074,0.78210010783739548,0.035515588448998006,0.020036210062080048,0.97978423972254713,0.9955949880155579,0.036248376947821924,0.02012486031294379,0.44480658149431862,0.1046070973176101,0.063919997714695337,0.040687099602914757,0.44480658149431862,0.61345334466585699,0,assignment_airtime+completed_late18_improvement,0
69,primary_compact_physics,deadline_value_per_cost,all_frames,0.16500000000000001,1.7586109606781974e-05,0.16505604947816002,447.61096368575306,0.020215760277452761,0.0042135383276362265,0.016002221949816535,0.79157161195981773,0.035515588448998006,0.018779594696336777,0.97978423972254713,0.99578646167236362,0.036248376947821924,0.018859058060296956,0.47972682783993859,0.1046070973176101,0.061245754349394825,0.043361342968215276,0.47972682783993859,0.63564921989987822,0,assignment_airtime+completed_late18_improvement,0
70,primary_compact_physics,deadline_value_per_cost,all_frames,0.17999999999999999,1.648644138185773e-05,0.18003478933127173,492.64457674607348,0.020215760277452761,0.0039961288318465273,0.016219631445606234,0.80232606753338243,0.035515588448998006,0.016683978223372684,0.97978423972254713,0.99600387116815337,0.036248376947821924,0.016750917045939836,0.53788504599662201,0.1046070973176101,0.057871372730482623,0.046735724587127478,0.53788504599662201,0.67010555676500227,0,assignment_airtime,0
71,primary_compact_physics,deadline_value_per_cost,all_frames,0.20000000000000001,1.5007403817435261e-05,0.20003865481252417,552.73563435717938,0.020215760277452761,0.0035766359256292971,0.016639124351823464,0.82307685308187861,0.035515588448998006,0.015728725582524198,0.97978423972254713,0.9964233640743706,0.036248376947821924,0.015785183436696538,0.5645271660185317,0.1046070973176101,0.056145863313041416,0.048461234004568685,0.5645271660185317,0.6938020095502051,0,action_fraction+assignment_airtime,0
72,primary_compact_physics,deadline_value_per_cost,p_frames_only,0.050000000000000003,5.3011663112556562e-05,0.05005798221878624,119.59076111324057,0.020215760277452761,0.0087545509007535046,0.011461209376699257,0.56694426622590521,0.035515588448998006,0.026484556480657589,0.97978423972254713,0.99124544909924639,0.036248376947821924,0.026718464639332612,0.26290590395832719,0.1046070973176101,0.082161754406593998,0.022445342911016099,0.26290590395832719,0.41492508509211623,0,completed_late18_improvement,0
73,primary_compact_physics,deadline_value_per_cost,p_frames_only,0.074999999999999997,4.0404487663181499e-05,0.07508697332817936,179.59304947894893,0.020215760277452761,0.0070965004944387126,0.013119259783014049,0.64896197832571001,0.035515588448998006,0.02368085287310543,0.97978423972254713,0.99290349950556123,0.036248376947821924,0.023850105156138383,0.34203660510180506,0.1046070973176101,0.07635219375792783,0.028254903559682267,0.34203660510180506,0.49549929171375751,0,completed_late18_improvement,0
74,primary_compact_physics,deadline_value_per_cost,p_frames_only,0.10000000000000001,2.8073265639250167e-05,0.10001932740626208,234.39478393457992,0.020215760277452761,0.0063575326604450744,0.013858227617007687,0.68551602446850246,0.035515588448998006,0.021822270379137559,0.97978423972254713,0.99364246733955486,0.036248376947821924,0.021961893836488264,0.39412752554130842,0.1046070973176101,0.070790375144202944,0.033816722173407157,0.39412752554130842,0.53982177500490547,0,completed_late18_improvement,0
75,primary_compact_physics,deadline_value_per_cost,p_frames_only,0.125,2.2179418010637164e-05,0.1250483185156552,299.59886805972519,0.020215760277452761,0.0051734218686521598,0.015042338408800602,0.74408967074949783,0.035515588448998006,0.019906079577499299,0.97978423972254713,0.99482657813134767,0.036248376947821924,0.020009597667656084,0.44798638304663702,0.1046070973176101,0.065167165150406284,0.039439932167203817,0.44798638304663702,0.5960380268980674,0,completed_late18_improvement,0
76,primary_compact_physics,deadline_value_per_cost,p_frames_only,0.14999999999999999,1.8624838048708625e-05,0.15007730962504831,379.86677691742449,0.020215760277452761,0.0048667106813024847,0.015349049596150277,0.75926155561260433,0.035515588448998006,0.018543595277261661,0.97978423972254713,0.99513328931869738,0.036248376947821924,0.018634282941089476,0.48592779842493983,0.1046070973176101,0.062606534800119212,0.042000562517490882,0.48592779842493983,0.62259467701877202,0,completed_late18_improvement,0
77,primary_compact_physics,deadline_value_per_cost,p_frames_only,0.16500000000000001,1.7460268281865865e-05,0.16505604947816002,423.50341771018395,0.020215760277452761,0.0048567049821874632,0.015359055295265298,0.7597565010896824,0.035515588448998006,0.017240132921141651,0.97978423972254713,0.9951432950178124,0.036248376947821924,0.017324271798297212,0.52206765496742646,0.1046070973176101,0.060277335579736732,0.044329761737873369,0.52206765496742646,0.64091207802855443,0,assignment_airtime,0
78,primary_compact_physics,deadline_value_per_cost,p_frames_only,0.17999999999999999,1.6153098840732127e-05,0.18003478933127173,468.16519443236098,0.020215760277452761,0.0046567509081109574,0.015559009369341804,0.76964750055407161,0.035515588448998006,0.015370896289763552,0.97978423972254713,0.99534324909188898,0.036248376947821924,0.015442809607426722,0.57397238420754604,0.1046070973176101,0.057053845447535723,0.047553251870074378,0.57397238420754604,0.67180994238080882,0,assignment_airtime,0
79,primary_compact_physics,deadline_value_per_cost,p_frames_only,0.20000000000000001,1.4771238966204692e-05,0.20003865481252417,521.00785636815942,0.020215760277452761,0.0041188937789932885,0.016096866498459473,0.79625333292128453,0.035515588448998006,0.014180698181619711,0.97978423972254713,0.99588110622100656,0.036248376947821924,0.014239348545761768,0.60717279655696765,0.1046070973176101,0.053795572805850955,0.050811524511759146,0.60717279655696765,0.70171306473912609,0,action_fraction+assignment_airtime,0
80,primary_compact_physics,completed_late18_value_per_cost,all_frames,0.050000000000000003,5.8986486692447215e-05,0.05005798221878624,114.9725435784828,0.020215760277452761,0.010381048632005643,0.0098347116454471188,0.48648734999178167,0.035515588448998006,0.025175141569077394,0.97978423972254713,0.98961895136799427,0.036248376947821924,0.025439227426148899,0.29819678649977516,0.1046070973176101,0.080345923005702799,0.024261174311907305,0.29819678649977516,0.39234206824577844,0,deadline_improvement+completed_late18_improvement,0
81,primary_compact_physics,completed_late18_value_per_cost,all_frames,0.074999999999999997,4.6222030505305156e-05,0.07508697332817936,186.01911340408515,0.020215760277452761,0.0088644476760532994,0.011351312601399462,0.56150807318683527,0.035515588448998006,0.022990358610123711,0.97978423972254713,0.99113555232394657,0.036248376947821924,0.023195978144682123,0.36008229615158227,0.1046070973176101,0.074625824661139484,0.029981272656470617,0.36008229615158227,0.46079518466920877,0,completed_late18_improvement,0
82,primary_compact_physics,completed_late18_value_per_cost,all_frames,0.10000000000000001,4.2128813220188022e-05,0.10001932740626208,255.67133365567565,0.020215760277452761,0.0076349938228444623,0.012580766454608299,0.62232467549785908,0.035515588448998006,0.021734489923679406,0.97978423972254713,0.9923650061771554,0.036248376947821924,0.02190170933919389,0.39578786187529119,0.1046070973176101,0.070217282759555411,0.034389814558054684,0.39578786187529119,0.50905626868657516,0,completed_late18_improvement,0
83,primary_compact_physics,completed_late18_value_per_cost,all_frames,0.125,3.93460868508555e-05,0.1250483185156552,323.04750150380414,0.020215760277452761,0.0063336699227128056,0.013882090354739956,0.68669642715456336,0.035515588448998006,0.01864137156279936,0.97978423972254713,0.99366633007728711,0.036248376947821924,0.018760192429333335,0.48245427770909921,0.1046070973176101,0.063095644663992617,0.041511452653617477,0.48245427770909921,0.58457535243183134,0,completed_late18_improvement,0
84,primary_compact_physics,completed_late18_value_per_cost,all_frames,0.14999999999999999,3.6877918319078162e-05,0.15007730962504831,383.1473657517796,0.020215760277452761,0.005464691783966193,0.014751068493486568,0.72968160935005122,0.035515588448998006,0.016445941380749719,0.97978423972254713,0.99453530821603364,0.036248376947821924,0.016536307202858321,0.54380558261514256,0.1046070973176101,0.059558527873234929,0.045048569444375172,0.54380558261514256,0.63674359598259689,1,,0
85,primary_compact_physics,completed_late18_value_per_cost,all_frames,0.16500000000000001,3.5123110137647018e-05,0.16505604947816002,411.67953797963554,0.020215760277452761,0.0050578402344890923,0.015157920042963669,0.74980707304239991,0.035515588448998006,0.015081793570106087,0.97978423972254713,0.99494215976551081,0.036248376947821924,0.015158462652402409,0.58181678936349612,0.1046070973176101,0.056219609820512169,0.048387487497097932,0.58181678936349612,0.66581193120294802,0,assignment_airtime,0
86,primary_compact_physics,completed_late18_value_per_cost,all_frames,0.17999999999999999,3.3207910746568814e-05,0.18003478933127173,449.7400510681241,0.020215760277452761,0.0046365998032147811,0.01557916047423798,0.77064430228794711,0.035515588448998006,0.01259278121605991,0.97978423972254713,0.99536340019678515,0.036248376947821924,0.012651440884374787,0.65097910721393049,0.1046070973176101,0.051888282861871166,0.052718814455738935,0.65097910721393049,0.7108117047509388,0,assignment_airtime,0
87,primary_compact_physics,completed_late18_value_per_cost,all_frames,0.20000000000000001,3.0923543818062171e-05,0.20003865481252417,505.95878877800243,0.020215760277452761,0.00396142049375647,0.016254339783696291,0.80404296255062147,0.035515588448998006,0.01238281836966397,0.97978423972254713,0.99603857950624342,0.036248376947821924,0.01243206701471582,0.65703107113978432,0.1046070973176101,0.049429225787120869,0.055177871530489232,0.65703107113978432,0.73053701684520289,0,action_fraction+assignment_airtime,0
88,primary_compact_physics,completed_late18_value_per_cost,p_frames_only,0.050000000000000003,5.8986486692447215e-05,0.05005798221878624,114.9725435784828,0.020215760277452761,0.010381048632005643,0.0098347116454471188,0.48648734999178167,0.035515588448998006,0.025175141569077394,0.97978423972254713,0.98961895136799427,0.036248376947821924,0.025439227426148899,0.29819678649977516,0.1046070973176101,0.080345923005702799,0.024261174311907305,0.29819678649977516,0.39234206824577844,0,deadline_improvement+completed_late18_improvement,0
89,primary_compact_physics,completed_late18_value_per_cost,p_frames_only,0.074999999999999997,4.6222030505305156e-05,0.07508697332817936,186.01911340408515,0.020215760277452761,0.0088644476760532994,0.011351312601399462,0.56150807318683527,0.035515588448998006,0.022990358610123711,0.97978423972254713,0.99113555232394657,0.036248376947821924,0.023195978144682123,0.36008229615158227,0.1046070973176101,0.074625824661139484,0.029981272656470617,0.36008229615158227,0.46079518466920877,0,completed_late18_improvement,0
90,primary_compact_physics,completed_late18_value_per_cost,p_frames_only,0.10000000000000001,4.2128813220188022e-05,0.10001932740626208,255.67133365567565,0.020215760277452761,0.0076349938228444623,0.012580766454608299,0.62232467549785908,0.035515588448998006,0.021734489923679406,0.97978423972254713,0.9923650061771554,0.036248376947821924,0.02190170933919389,0.39578786187529119,0.1046070973176101,0.070217282759555411,0.034389814558054684,0.39578786187529119,0.50905626868657516,0,completed_late18_improvement,0
91,primary_compact_physics,completed_late18_value_per_cost,p_frames_only,0.125,3.93460868508555e-05,0.1250483185156552,323.04750150380414,0.020215760277452761,0.0063336699227128056,0.013882090354739956,0.68669642715456336,0.035515588448998006,0.01864137156279936,0.97978423972254713,0.99366633007728711,0.036248376947821924,0.018760192429333335,0.48245427770909921,0.1046070973176101,0.063095644663992617,0.041511452653617477,0.48245427770909921,0.58457535243183134,0,completed_late18_improvement,0
92,primary_compact_physics,completed_late18_value_per_cost,p_frames_only,0.14999999999999999,3.6871086194878444e-05,0.15007730962504831,382.57512402462515,0.020215760277452761,0.005566922345436055,0.014648837932016706,0.72462463597547655,0.035515588448998006,0.016444812278527936,0.97978423972254713,0.99443307765456379,0.036248376947821924,0.016536871759449227,0.5437900079428829,0.1046070973176101,0.059630552016596193,0.044976545301013908,0.5437900079428829,0.63420732195917973,1,,0
93,primary_compact_physics,completed_late18_value_per_cost,p_frames_only,0.16500000000000001,3.511910472298041e-05,0.16505604947816002,410.57442181170001,0.020215760277452761,0.0051573169492385475,0.015058443328214214,0.74488632243078901,0.035515588448998006,0.015179208539294796,0.97978423972254713,0.9948426830507614,0.036248376947821924,0.015257898357101635,0.57907361261816592,0.1046070973176101,0.056369298072273151,0.04823779924533695,0.57907361261816592,0.66197996752447752,0,assignment_airtime,0
94,primary_compact_physics,completed_late18_value_per_cost,p_frames_only,0.17999999999999999,3.3185573556693271e-05,0.18003478933127173,448.64573639781645,0.020215760277452761,0.0046313006133659549,0.015584459664086807,0.7709064339009114,0.035515588448998006,0.012689058493893478,0.97978423972254713,0.99536869938663397,0.036248376947821924,0.012748098771553425,0.64831256334859355,0.1046070973176101,0.051933346875828609,0.052673750441781492,0.64831256334859355,0.70960949862475253,0,assignment_airtime,0
95,primary_compact_physics,completed_late18_value_per_cost,p_frames_only,0.20000000000000001,3.0875824450049549e-05,0.20003865481252417,504.19464620768622,0.020215760277452761,0.0041620903510994622,0.016053669926353299,0.79411655589616559,0.035515588448998006,0.012477231876549727,0.97978423972254713,0.9958379096489004,0.036248376947821924,0.012529380289357319,0.65434644681076737,0.1046070973176101,0.049640032633445352,0.054967064684164749,0.65434644681076737,0.72423150135346648,0,action_fraction+assignment_airtime,0
96,primary_compact_physics,balanced_normalized_value_per_cost,all_frames,0.050000000000000003,0.0015238582855090499,0.05005798221878624,115.28206896124087,0.020215760277452761,0.0088066704832791155,0.011409089794173646,0.56436610038844515,0.035515588448998006,0.025486310083809402,0.97978423972254713,0.99119332951672079,0.036248376947821924,0.025712753834043499,0.29065089256117671,0.1046070973176101,0.080809709771556687,0.023797387546053414,0.29065089256117671,0.42750849647481093,0,completed_late18_improvement,0
97,primary_compact_physics,balanced_normalized_value_per_cost,all_frames,0.074999999999999997,0.0012366008013486862,0.07508697332817936,180.49935975654125,0.020215760277452761,0.0069599931009344217,0.01325576717651834,0.65571450168524659,0.035515588448998006,0.023184090554718706,0.97978423972254713,0.99304000689906546,0.036248376947821924,0.023346582608604994,0.35592750422421787,0.1046070973176101,0.075489470617114349,0.029117626700495756,0.35592750422421787,0.5058210029547322,0,completed_late18_improvement,0
98,primary_compact_physics,balanced_normalized_value_per_cost,all_frames,0.10000000000000001,0.0010293289087712765,0.10001932740626208,233.19839718417745,0.020215760277452761,0.0059510129970329114,0.01426474728041985,0.70562507096652438,0.035515588448998006,0.021140612050556999,0.97978423972254713,0.99404898700296696,0.036248376947821924,0.021267173275127435,0.41329308879841231,0.1046070973176101,0.069641745228166213,0.034965352089443888,0.41329308879841231,0.55945907988246835,0,completed_late18_improvement,0
99,primary_compact_physics,balanced_normalized_value_per_cost,all_frames,0.125,0.00086395238758996129,0.1250483185156552,304.11414917304245,0.020215760277452761,0.0049830621618935245,0.015232698115559237,0.75350607182202878,0.035515588448998006,0.01962907393244108,0.97978423972254713,0.99501693783810641,0.036248376947821924,0.019727376676712226,0.45577213829162644,0.1046070973176101,0.064348813926057319,0.040258283391552789,0.45577213829162644,0.60463910505682761,0,completed_late18_improvement,0
100,primary_compact_physics,balanced_normalized_value_per_cost,all_frames,0.14999999999999999,0.00075728638330474496,0.15007730962504831,392.43634196336978,0.020215760277452761,0.0043575129274825326,0.015858247349970229,0.78444971311108214,0.035515588448998006,0.018800479254471692,0.97978423972254713,0.99564248707251735,0.036248376947821924,0.01888276113020312,0.47907292077148467,0.1046070973176101,0.060558632290809072,0.044048465026801029,0.47907292077148467,0.63176131694128346,0,completed_late18_improvement,0
101,primary_compact_physics,balanced_normalized_value_per_cost,all_frames,0.16500000000000001,0.00070882186992093921,0.16505604947816002,437.62822191565715,0.020215760277452761,0.0043337847691164479,0.015881975508336314,0.78562345864626981,0.035515588448998006,0.018197432204690479,0.97978423972254713,0.99566621523088339,0.036248376947821924,0.01827663922539614,0.49579427372142415,0.1046070973176101,0.058527778922450889,0.046079318395159212,0.49579427372142415,0.64070886618384693,0,assignment_airtime+completed_late18_improvement,0
102,primary_compact_physics,balanced_normalized_value_per_cost,all_frames,0.17999999999999999,0.00066147727193310857,0.18003478933127173,481.78208182221925,0.020215760277452761,0.00407273376845909,0.016143026508993671,0.79853670044744585,0.035515588448998006,0.015686018349440157,0.97978423972254713,0.99592726623154082,0.036248376947821924,0.015750164576569942,0.56549324679442425,0.1046070973176101,0.055652571826346517,0.048954525491263584,0.56549324679442425,0.68201497362093511,0,assignment_airtime,0
103,primary_compact_physics,balanced_normalized_value_per_cost,all_frames,0.20000000000000001,0.00060671346727758646,0.20003865481252417,536.22814221277451,0.020215760277452761,0.0032754529417992582,0.016940307335653503,0.83797527786019166,0.035515588448998006,0.014529298860962263,0.97978423972254713,0.99672454705820068,0.036248376947821924,0.014577045286829751,0.59785660726788348,0.1046070973176101,0.051914655075415837,0.052692442242194264,0.59785660726788348,0.71791594256403757,0,action_fraction+assignment_airtime,0
104,primary_compact_physics,balanced_normalized_value_per_cost,p_frames_only,0.050000000000000003,0.0015238190535455942,0.05005798221878624,114.62255886494312,0.020215760277452761,0.0089072687904247026,0.011308491487028059,0.55938986868778595,0.035515588448998006,0.02548262303827304,0.97978423972254713,0.9910927312095752,0.036248376947821924,0.025711643558492123,0.29068152222365717,0.1046070973176101,0.080874749814057859,0.023732347503552246,0.29068152222365717,0.42503569545572156,0,completed_late18_improvement,0
105,primary_compact_physics,balanced_normalized_value_per_cost,p_frames_only,0.074999999999999997,0.0012343077687546611,0.07508697332817936,179.28583062260333,0.020215760277452761,0.0071637178747936004,0.013052042402659161,0.64563697944204912,0.035515588448998006,0.023180444111425877,0.97978423972254713,0.99283628212520625,0.036248376947821924,0.0233477004504783,0.35589666582626933,0.1046070973176101,0.075522631160469533,0.029084466157140564,0.35589666582626933,0.50076682263415928,0,completed_late18_improvement,0
106,primary_compact_physics,balanced_normalized_value_per_cost,p_frames_only,0.10000000000000001,0.0010250271297991276,0.10001932740626208,230.38313505169927,0.020215760277452761,0.0061454419018554009,0.014070318375597361,0.69600738149286445,0.035515588448998006,0.021439807516247047,0.97978423972254713,0.99385455809814449,0.036248376947821924,0.021572379320043161,0.40487323470797792,0.1046070973176101,0.069893064969890964,0.034714032347719137,0.40487323470797792,0.55044030810042122,0,completed_late18_improvement,0
107,primary_compact_physics,balanced_normalized_value_per_cost,p_frames_only,0.125,0.00086142582586035132,0.1250483185156552,303.89438926663303,0.020215760277452761,0.0051838353741438161,0.015031924903308945,0.74357455257690697,0.035515588448998006,0.019895638774610369,0.97978423972254713,0.99481616462585609,0.036248376947821924,0.019999311915174789,0.44827014064759391,0.1046070973176101,0.064882041514405936,0.039725055803204165,0.44827014064759391,0.59592234661225041,0,completed_late18_improvement,0
108,primary_compact_physics,balanced_normalized_value_per_cost,p_frames_only,0.14999999999999999,0.00075500941602513194,0.15007730962504831,384.16849907989848,0.020215760277452761,0.0045928034481430829,0.015622956829309679,0.7728107483909189,0.035515588448998006,0.018212575475626016,0.97978423972254713,0.99540719655185683,0.036248376947821924,0.018296608200860251,0.49524338076715874,0.1046070973176101,0.060595780194722858,0.044011317122887243,0.49524338076715874,0.63402706457903879,0,completed_late18_improvement,0
109,primary_compact_physics,balanced_normalized_value_per_cost,p_frames_only,0.16500000000000001,0.00070420751580968499,0.16505604947816002,427.15518140881409,0.020215760277452761,0.0045631199955658876,0.015652640281886874,0.77427908063120088,0.035515588448998006,0.016595787101208397,0.97978423972254713,0.99543688000443398,0.036248376947821924,0.01667186281176811,0.54006595010401204,0.1046070973176101,0.057694003278283466,0.046913094039326635,0.54006595010401204,0.65717251536760646,0,assignment_airtime,0
110,primary_compact_physics,balanced_normalized_value_per_cost,p_frames_only,0.17999999999999999,0.00065867084776982665,0.18003478933127173,472.35626635814384,0.020215760277452761,0.004309845342842844,0.015905914934609917,0.78680765483503767,0.035515588448998006,0.014183752393237839,0.97978423972254713,0.99569015465715704,0.036248376947821924,0.014245146772714335,0.60701283830667363,0.1046070973176101,0.054946234348482469,0.049660862969127632,0.60701283830667363,0.69691024657085565,0,assignment_airtime,0
111,primary_compact_physics,balanced_normalized_value_per_cost,p_frames_only,0.20000000000000001,0.00060013041365891695,0.20003865481252417,524.25332837425105,0.020215760277452761,0.0038068463867247,0.016408913890728061,0.8116891803979992,0.035515588448998006,0.01313229130099014,0.97978423972254713,0.99619315361327521,0.036248376947821924,0.013182474958152673,0.63632923545436759,0.1046070973176101,0.051608019937848998,0.052999077379761103,0.63632923545436759,0.7240092079261834,0,action_fraction+assignment_airtime,0
112,primary_compact_physics,legacy_bad12_value_per_cost,all_frames,0.050000000000000003,0.00015117919247131795,0.05005798221878624,108.24246299467731,0.020215760277452761,0.009473706183749056,0.010742054093703705,0.53137027478925136,0.035515588448998006,0.025063486796037881,0.97978423972254713,0.99052629381625079,0.036248376947821924,0.025303201896311623,0.3019493829272808,0.1046070973176101,0.079909623002518707,0.024697474315091398,0.3019493829272808,0.41665982885826608,0,completed_late18_improvement,0
113,primary_compact_physics,legacy_bad12_value_per_cost,all_frames,0.074999999999999997,0.00013108811981510371,0.07508697332817936,178.2919444444785,0.020215760277452761,0.0077934834671718189,0.012422276810280942,0.61448477028765902,0.035515588448998006,0.022819711698075437,0.97978423972254713,0.9922065165328281,0.036248376947821924,0.022998953663211932,0.36551769762497233,0.1046070973176101,0.073369060121838095,0.031238037195772009,0.36551769762497233,0.49000123395631567,0,completed_late18_improvement,0
114,primary_compact_physics,legacy_bad12_value_per_cost,all_frames,0.10000000000000001,0.00011482358968351036,0.10001932740626208,254.22250936793634,0.020215760277452761,0.0061118065570079528,0.014103953720444809,0.6976711994440975,0.035515588448998006,0.020872042502960576,0.97978423972254713,0.99388819344299195,0.036248376947821924,0.021000392841629793,0.42065287855897626,0.1046070973176101,0.06861791927124021,0.035989178046369891,0.42065287855897626,0.55916203900153683,0,completed_late18_improvement,0
115,primary_compact_physics,legacy_bad12_value_per_cost,all_frames,0.125,0.00010792471584863961,0.1250483185156552,321.74814182002189,0.020215760277452761,0.0053968596137632802,0.014818900663689481,0.73303701964736112,0.035515588448998006,0.019108491783350542,0.97978423972254713,0.99460314038623665,0.036248376947821924,0.019212177206609359,0.46998517383924493,0.1046070973176101,0.064095147478867409,0.040511949838742692,0.46998517383924493,0.60151109674330305,0,completed_late18_improvement,0
116,primary_compact_physics,legacy_bad12_value_per_cost,all_frames,0.14999999999999999,9.8355179943609983e-05,0.15007730962504831,371.76429718019079,0.020215760277452761,0.0047300013570692311,0.01548575892038353,0.76602406774952003,0.035515588448998006,0.01658117810717713,0.97978423972254713,0.99526999864293064,0.036248376947821924,0.016659979834402604,0.54039377105397102,0.1046070973176101,0.058664040343963282,0.045943056973646819,0.54039377105397102,0.65320891940174552,1,,0
117,primary_compact_physics,legacy_bad12_value_per_cost,all_frames,0.16500000000000001,9.1992835223209113e-05,0.16505604947816002,408.08288592453829,0.020215760277452761,0.0039808036774510204,0.016234956600001741,0.80308414708048703,0.035515588448998006,0.014741428660930037,0.97978423972254713,0.99601919632254887,0.036248376947821924,0.014800345932445466,0.59169631363771213,0.1046070973176101,0.054956779809030236,0.049650317508579865,0.59169631363771213,0.69739023035909953,0,assignment_airtime,0
118,primary_compact_physics,legacy_bad12_value_per_cost,all_frames,0.17999999999999999,8.7212916696444154e-05,0.18003478933127173,444.70935844811282,0.020215760277452761,0.003759700493221968,0.016456059784230793,0.81402131596231508,0.035515588448998006,0.01386366145496885,0.97978423972254713,0.99624029950677795,0.036248376947821924,0.013915981377015685,0.61609366959940914,0.1046070973176101,0.052180650283848357,0.052426447033761744,0.61609366959940914,0.71505749278086217,0,assignment_airtime,0
119,primary_compact_physics,legacy_bad12_value_per_cost,all_frames,0.20000000000000001,8.0917467130348086e-05,0.20003865481252417,487.51235088805817,0.020215760277452761,0.0035592973703306753,0.016656462907122086,0.82393452823535573,0.035515588448998006,0.01283832900710926,0.97978423972254713,0.99644070262966922,0.036248376947821924,0.012884187662374799,0.6445582189536081,0.1046070973176101,0.049303200493132783,0.055303896824477318,0.6445582189536081,0.73424637359448197,0,action_fraction+assignment_airtime,0
